image_link,group_id,entity_name,entity_value,extracted_text
https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,item_weight,30.0 kilogram,"ES SEHR STARK IST. 30 GOOD EXPERIANT, TEQUIRED KENT BLVS ZU 30KG DAS MATERIAL IST CA. 5MMIMLK UND DIE FUGEN S KG AUTHEHMEN. TRAGFAHIGKEIT BIS ZU 30KG, KANN E"
https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,item_weight,10 kilogram to 15 kilogram,"DATE 3,5 CM WILDFANG* 1 12 CM 13 CM 15 CM 16 CM 14 CM <10 K9 10-15 K9 XS 15-25 KG 25-45 K9 S XL M > 45 KG 1,3 CM 2 CM 2,5 CM 3 CM"
https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,item_weight,3.53 ounce,ANICS USDA REDUCES S=RICHT INFLAMMATION ORGANIC SRPLICH RICH SUPERFOOD *** GOOD MAGAZINE (SUB) ORGANICS PROPERTIES ANTI-BOCTERIOL RORGANICS PLANT BASED SUPERFOOD ORGANICS RICE SPEARANT HELPS IN GREEN TEA PCOS ORGANICS HIGH IN VIAMIN A REFINTNANTIOXBANTS GREAT SOURCE OF REON ANTI-BASTERAL IN NATURE MEMBERINGER : 0003-333302 ORGANICS SRICH PERICH 4/NICS SRICE HELPS IN ORGANICS HELPS IN OSTEOARTHRITIS DICESTION
https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,item_weight,3.53 ounce,USDA ORGANIC SUPERFOOD SPEARMINT GREEN TEA LOH IN ANTOXIDANTS HIGH IN VITAMIN A RICH IN ANTIOXIDANTS +COMBATS DISEASES NO ANTI-BACTERIAL IN NATURE. Q GREAT SOURCE OF IRON SUPERFOOD NET DEM S ERICH NEWWEIGHT: 10'G $353-CX PROMOTES ORGANICS PLANT BASED ORGANIC DIGESTIVE HEALTH
https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,"HOW TO FOOD FOR THE MODERN DIEARY PACKAGING CHANGED FIBRE TOTAL FOR SATURATED FOR & DRY PLOCE. KEEP SODIUM MANUFACTURED AND MARKETED BY: HIGH IN VITAININ SORICH ORGANICS PVE. DOCK-B, RICH IN ANTIOXIDANTS WWW.SORICHORGANICS.COM UTTOR PRODESA SECTION-63, NOIDA, GOUTOM NET WEIGHT : 100 9 (3.53 OZ) CONSUME WITHIN 2 MONTHS AFTER OPENING THE PICKET. FOR CUSTOMER FEEDBACK : ONTI-BACTERIAL IN NATURE 7303330675 MRP RS. : 2 GABAT SOURCE OF IRON. TICHORGONICS. NUTRITIONAL FACTS NETWORK: 100G353300 BATCH NO.: PKD. USE BY : COM/SORICH.ORGONICS, AFTER ISSAI PLANT BASED SUPERFOOD OF LEND GROPHIES/COLOR/POOK DESIGN IS O STEAMINT CALORIES GREEN TEA -SIZE- NOTE: PACKAGING MAY VARY FOR A BRIEF PERIOD OF TIME. RFOOD *** *** *** ********* Q HIGH IN VITAIN A THE DATE OF PACKAGIN NET WT : 100G (3.530Z) @ RCH IN ANTIOXIDANTS USDA ONTI-BACERAL IN NATURE (S) MRP RS.: #300/- SUPERFOOD BATCH NO. ORGANIC OR GREAT SOURCE OF IRON. BEFORE (ACCREDEATION FOOD FOR THE MODERN LIFE SERICH SRICH NO- NPOP/NAB/008) CERTIFIED ORGANIC BY ONECERT INT. ISSAI ONECERT SERICH ORGANICS ORGANICS LIC. NO. 12721999000135 NATURAL FOODS SPEARMENT HANDMADE OUR BOY IS O TEMPLE AND PRINTING IN TPM ORIG ORGA MAKE IT RUN EFFICIENTLY. MITOCUTOL HERB WHICH TAX ORGANICS SORICH THE FIRST STEP BELIEVE THAT OF YOU ORGANICS THE HERB INSIDE AND OUT. HIGH POTASSIUM BETTER LIFE STARTS WITH THE FOOD YOU GOT. FORMER WHOM ORCONIC GROUPS, WORK WITH A STABLE NETWORK OF FARMERS AND PROCRICO KEEPS BLOOD PRESSURE IN CONTROL. IT ALSO KEEPS. DIRECTION OF USE S SRICH NETB, BRING SPEOPMENT CON BE MADE INTO HERBAL GROW NATURAL, DESTICIDE-FREE PRODUCE. MEONT TO BE TO YOU THE BOUNDY STRAIGHT FROM MOTHER GROUND, IF USED AS A SPICE IN VEGETABLE EORTH GIVING OS IT WAS FRIDAY SPEARMINT PURE HERB CURIES OR FOR SPRING GURPOSES COUNTRY OF ORIGIN : INDIO ORGANIC PLANT BASED SUPERFOOD AFTED WWW.SORICHORGANICS.COM INGREDIENTS : PURPOSE: QUALITY NUTRITIONAL FACTS SPARANT 80KCOL ORGANICS CALORIES COUTION GREEN TEA SUGAR TOTAL CARBOHYDRATE NOT BUY OR COMOGER PROT COPY ARE PRODUCT FOR AN COMPOUND FOR A"
https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,ICH PLEASE PACKAGING SRICH ICH PROCESSED CHEMICALLY RGANIC USDA NICS VS ORGANIC SUPERFOOD SRICH S*RICH DISCOUNT RECEIPT ORGANICS AIR-TIGHT PACKAGING ORGANICS PLANT R IMPORTRIES FREE SUPERFO ORGANIC OR BEWS EOSILY GREEN TEA SPEARMINT INPURITIES ADDED HIGH IN VIAMIN A NO ADDED PRESERVATIVE RICH IN ANTIXIDANTS (C) ANTI-BACTERIAL IN NATURE DIRECTLY FROM FORM PEREAT SOURCE OF IRON SMRICH ORGANICS OTHER CHANGE ANICS NEWWECOM : DO&G $3.50- BRANDS SR RICH ADDED POSSENTIVES RGANICS
https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,"CLUCOM-D MINERAIS GLUCON ENTANT/ ENERGY TEL, INCLUDING RECEIPT INSTANT ENERGY REGULAR RIC SR-K-K- SS IN PRICE CHUCLE VITANTIN"
https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,"REF CLUCON-D STRENGTH TO THE BONES AND BODY. THE BOY AND IS THE ONLY EVERYSY SOURCE FOR THE BRAIN. THANK ALLLOON-D HAS WITHIN D AND CALCIUM THAT PROVIDES ENERGY PRODUCTION AND STORAGE. THANKABLE BLUCON-D HAS PROSPHONUS THAT IS ESSENTIAL FOR WITH ITEM..... SO EXPERIENCE THE TRANSIANT ENERGY OF GLUCON-D WITH YOUR T COPY ID EXCEPT FOR AN AMMONOPARY FOR ASH WITH ANY OFF ON ON THANK RETURNS: 2000-00 Q8 %% SUBTOTALS - TIPPING WITH ANY FOR THE NEXT ORIG RETURN OR STRONG OR OTHER FORMARY BYSTRATELY & 1 THANK UP THERE - AN AN ORIGINAL BY GIVEN OVER FOR ANY EXPOSIT HOISON 4FLOI & 1 3/00168405 81 EXCHANGE ABINTS-STY 4 & OVERVIEW, ON EVERY ORIGINA ANARANTE-81-01 'GER STREET, ENTERMINAL, SYNER ""OFFER VALID TIL STOCKS LAST, PACKS WITHOUT THIS OFFER WE WOULD LOVE TO HEAR FROM YOU: ""OFFER AVAILABLE IN SPECIALLY MARKED PACKS ONLY. GLUCON-2 MFD. S/CONSTIER CELL, REL02INIDE PRA, THD, TRANSSURE FEEDEDED BY BIRMINAL CODE,TOTAL FRES LOT NO. MER.P.BS/X (INCLOFALL TAXES) C28137 NET WEIGHT: INSTANT ENERGY 1K0 (SEE-SPACE BELOW / BOTTOM OF JAR.) LEAVES YOU ITED, YOUR FAMILY NEEDS THE INSTANT ENERGY OF GLU 99.1% PURE GUASES-GLUCESE IS AN INSTANT ENERGY S OCOSSIOS OF USE: THE SUMMER WITHIN THE SAN DRIENS"
https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,"PEL - SUBJECTS ON 0G CLUCON-D 31.59 CARBONYDRATES 0G ..................................90G 0g 59.5MG OF WHICH SUGAR (SUCROSE)................... CALCIUM....................................170MG FAT & ALL TYPES OF FATTY ACIDS............. 0 GLUCON D PROSPHORUS... 35MG .....................100MG 105L.U. VITAMIN D ................. 300L.U. *APPROX VALUE GSTANT ( ENERGY JURICING UP RECESSABLE 4/15SPSPORIUM, GLUOR INGREDIENTS MASSE(99,49,49), MICHAELS (CALI GLUCOSE BASSED PERPRICE SINIX (PROPLETARY FOOD BEST BEFORE AGAININGS FROM MANUFACTURE, ISSAT STURGE ORIGINALSIVE IN A ROLLOW, OR DATE, WOOLIN, MUMBER - 400 018. ORGANINALMRIDGESERER FOR WITHINALADIA PAP UBL, [B INC.1001302200417 HOTMAN UPDATED ADDITION AFTERTO THIS FOR EXCAPOTER OF LOT NO. AND *SSAILIC NO.4004012000278 BY HAND HILLARD, US, MARRUBARTI, ALLUORTH - 2020 INSTANT ENERGY SHECT: 1,FLAN,2001, P.M.Y.D.G. 1X NET WEIGHT: FSSAI LIC NO. 10014062000273 SUBJECT: COLUMBUS,JAMINATESIA,STOOD,JAMINU, NUTRITIONAL VALUE* 126KCAL PER100G PER SERVE (35G) PROTEIN........................................ ENERGY VALUE..........................360KCAL"
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,PRINT: INSTANT ENERGY CLMON-D REFUNDER ~0.4% MORE CENSE RM/GA VITANTIN RECEIPT MINERAIS WINERATS $500 & JUNE GLUCOSE VIFAMIN REGULAR AMOUNT GLUCON GSTANT/ ENERGY INSTANT ENERGY GLUCON D DATE AND RETUBLES USEIN EVERY
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,REF# 9.4 IN GLUCON-Q 23 CM
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,"STRETCHABLE AND 22.2 IN U.3'5"" ONE SIZE FITS ALL THE LIGHT FORM FITTING BLACK FABRIC BLOCKS EXPERT-GRADE GEL FLEXIBLE COMFORTABLE FOR NON-TOXIC NO SMELL 3.1IN COLD OR HOT THERAPY"
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,"S925 925 STERLING SILVER NET WEIGHT: 2.7G 18K GOLD PLATED 0.28 INCH (7 MM) HIGH POLISH 0.07 INCH (1.8 MM) MANUAL MEASUREMENT, THE SIZE MAY BE SLIGHTLY DIFFERENT 16+2 INCH EXTEND CHAIN (405MM+50MM)"
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,DAYS NO ADDED AND PRESERVATIVES FREE MSG CASHIER FOR AN OFFER AND RECEIPT FOR AN OFFER ENTHER:DISOLVE 500M POPPOTING 4X2&G = 12G C IN A OR: ADD THE WATER. 3.88 POT DIRECITY TO DISH. HOW TO USE KNOW VISIT WWW.KNORR.COM/UK BEST BEFORE END: RECEIPT FOR AN OFFER MSG MIX STOCK POTS: GLUTEN TRANSACTION FOR RECEIPT FOR AN OFFER
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,"0.1CM/3.5% 368CM/ AN CHARGER 48V 13AH (2A) 3500MAH SELDENTEDCOMMY CHARGER OUTPUT CURRENT USB PORT 17.5AH:SAM-SUNG/L-G/CELL BMS 48V 17.5AH (4) 30A KG 14.48"" BATTERY WEIGHT 4.1KG / 4.4KG 48V 1SAH T1 3200 437- 48V 17.5/N DOWNTUBE BATTERY TYPE BATTERY CELL 13AH: 2500M-A-H"
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,"0.1CM/3.5% 368CM/ AN CHARGER 48V 13AH (2A) 3500MAH SELDENTEDCOMMY USB PORT CHARGER OUTPUT CURRENT 17.5AH:SAM-SUNG/L-G/CELL 48V 17.5AH (4) BMS 30A KG 14.48"" BATTERY WEIGHT 4.1KG / 4.4KG 48V 1SAH TYPE 48V 17.5/N T1 3200 437- DOWNTUBE BATTERY BATTERY CELL 13AH: 2500M-A-H"
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,PRODUCT NAME HARVEST FESTIVAL DOLL MANUAL COLOUR CRAFTSMANSHIP BROWN. YELLOW 158G PRODUCT WEIGHT GREY. ORANGE PRODUCT SIZE 96PCS 15 X 9 X 26CM QTY./CTN. CARTON SIZE MATERIAL POLYESTER MATERIAL 52X42X40CM
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,158G
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,GMP NUVIDA NATURAL HEALTH GRANBERNY EXTRACLED HIGH STRENGTH EXTRACT FOR NATURAL URINARY TRACT AND BLEDDER SUPPORT SUITABLE FOR VEGETARIANS AND VEGANS SOLDING: 00 TUDERS FOOD SANDWICHMENT :
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,"UPTPAVURGSTODIED CH.-B.:/JWWEMEDAT DIS: YON ANGELIKAWUEZELN, ADJZUG ZUES EINEF MSSITIONS BEREDIKTENKRAUT UND KLANCE PERFERMINZBLATEMEN PHARMA CANVOMER 50 ML IUM OS CARVOMIN 18.55 g/20 ML VERDAUUNGSTROPREN WALKSTOFF: FLUSSICKEIT ZUM EINNEHMEN"
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,"50ML BIDIFUL/UPPUWN/*B 1855@20MM 18.55 g/20 ML ZUR ANNENGING DE/FWANBESENEN FLUSSICKEIT ZUM EINNEHMEN ENTRALTER: 18.50 20MM/1833G1/05S@BART Q.47-531AB3 BENEDKTENKAW MSCTURE VON AVE USTOWNS@UNNEPIA ZUGSTITEL EDGE MINZEDBITEM Q.2 BENEDIKTENKAUT 50 ML WIFKSTOFF: ASSA 76758.00 REG-MY: VERDAUNGSTUCOM CARVOMIN PHARZIDES IUM OS VERDAUUNGSTROPREN KEIT ENTHAITEN PHARMACA 18.55 G/20 ML MISCHUNG VON ARE BEFORE/GST. 9 TERMINZBLATTEN KLINGE: FIOSSICKEIT ZUM 83607 HOLEMAN WIRKSTOFF: ENTHALT 58 V6-* LANOMN' EINNEHMEN IAGERN. DAS MINTTEL FOR KINCE: DEUTSCHLAND MISSING AUS EINE MITCHING DUNESSGEBIFT PES VON AMGELKRAVUEZEN, AUSSCHLILEBLICH A. 50 ML BEEEDKITERKKZOUT UND KRANKHEITSYNC PACKUNGSBEAGE KLANGE EINE ANDERE NET PREFERMINZBEATTERN ZOR ATWERDUNG TIEREN. REG-N. KLINGE PHAMAU PHARMA BEI FRWACHSEMEN CARVOMIN VERTAINGSTIONER VERDAUUNGSTROPREN ADJSSEAKET ZUM FINAMIER"
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,"NAMEMENT VIS UPIONS@UNMEDIEL TWO AMMENTUMPS PHUSDAYHICAN FINNEDMP. 18.55 g/20 ML NO.J.CONADUSEDED. TOTAL: SUBJECT: 4 MONTHS, FLUSSICKEIT ZUM EINNEHMEN TRANSGRESSIVE RECEIPT FOR AN ON OS NOLINEINTTYA TAXJUSTFUL TOTAL NOTEOUT TITLE (S) PERFOROUT FOR - NO. COMMENTS FOR EXCHANGE ORGANIZED CONFIDENTRATIONGRENDIVEREDIONS THE RECEIPT FOR AN GOOD FOR AN OFFER. HIGHEST DESCRIPENCES ON CONFIDENTS. CHANGED GREEN GREENS INVOICES.COMEHOUINTED FOR AN OFFERS. CONFIDENTIAL EXCHANGES PERESTABLE FOR THIS FOR RECEIPT FOR AN OFFER 50 ML WIFKSTOFF: ASY BENEDIKTENKAUT ASSISEMENT EXCHANGESING RECEIPTS. TAMORMIN DESCRIPTION(DISCOUNT) CARVOMIN PHARLINGES VERDAUNGSTONOR EXCHANISE YOU. VERDAUUNGSTROPREN KEIT ENTHAFTEN MISCHUNG VOR 18.55 G/20 ML DISPLAY FACE UP ON RECEIPT FOR AN OFFER 50ML TERMINZBLATTEN WALKSTOFF: FLISSICKEIT ZUM EINNEHMEN ENTHALT 58 V6-4 ANSZIGAUS EINE MSSTRUNG MINTTEL FOR KINCE: VONANGELKAWURZEN. IAGERN. DAS ACER 50 ML # BUSINESSBIONAN. BEENEDIKTERKKRAUT UND DUNISSGEBIERES KRANKHEITSYN PACKUNGSBEAGE PFEFFERMINZBFATTERN * KLANGE PHARMA EINE ANDERE THEN ""SPECIALUNPSINDING. TIEREN. REG-NC ZUR ANVENDUNG KLINGE PHARMA CARVONIN ^DISCOUNT BEI TERWACRISEMEN VERDAUUNGSTROPREN"
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,"50ML 18.55@2MM/ AUSGEMENT ZUN FINAMIER B.: VEEPUOWWAY.DIS. 18.55 g/20 ML ZOR ANNENOLING DE/FWANBEMEN FLUSSICKEIT ZUM EINNEHMEN 20MM/18-56LFOSBSPERT ENTHALAN 1B-53G AUSTGE Q:4.75ALLALS & GENERY USIONS@UNNEPIE MONTLING VON AIGE/KEW/22ML MINIMATEN 1.3333 AUS RECEIPT RECEIPT LOT OF RECEIPT: REG-MY: 76758.00 ZUGSMITTER, EXCHANGE (50%) KANGE PHARMAC COMPANY BEFELECTSTO: 9 TOTAL 83607 HOLBLANCEN WIRKSTOFF: UNVOAJE PHARMAC ADJZOG PLUS EINE MISSTTING DEUTSCHLAND YON ANGELKAWURZELN, KLANGE PEFFERMINZBEATTERN BENGHKTEE KRUIT UND PHARMA JU OS 50 ML LANOMIN CARVOMIN UCFAWUNGSTOWNER VERDAUUNGSTROPREN"
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,"USIONS@UNNEDIER B.: MENTUNOMAT BIS 7.00 AMMENTUMP 18.55 g/20 ML PLUSSQGET.COM FONMENTED. THE FINALISSEPED. ~OUTOUT SHOPPLY HANDING. FLUSSICKEIT ZUM EINNEHMEN PATLUME SUBJARE DEPOTTED. NO. ON GOODINGLINE RELATED EXCHANGES TOTAL-TOTAL-SITTERS FOR FRADITHOUSE- THE SATIN WITH FOR SUBSTITIVESHIP. MINNESOTALY EXCHANGES HIGHEST CONVENTIONS FOR THIS SOLDS RECEIVED RECEIGNABLE (SPICESTABLE) SEEBOOD RECEIPT FOR AN OFFERABLE. SAVELESS EXCHANGES FOR GOODS CHANGELESS FOR RECEIPT FOR AN OFFER DESCRIPTION POSTABLE DISCOUNT TAXEDEE SUBINIENCE. CASHIER,JOHWWWWWWWWWWWWWWWWWWWWWWWWWW TAXORIM NO.COMPRESSING NAMES. PERFORATED RECEIPT FOR ANLINES. WALKSTOFF: NO.COME.S.S. SEE GOOD. AUSZUG AUS EINE MASITANG # JON AMGEUKAWUIZEIN, BENEDIKTERKIZOUT UND KLANCE * PEFFERMINZBEATTER 50 ml 50 MT PHARMA CARVOMIN ""SPECIALLINESTUDIED. ^03-SQDUN. VERDAUUNGSTROPREN"
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,TOTAL C MODE UP DOWN USB CHARGING PORTS
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,HOW TO USE 4CM/1.6IN COUNTERWEIGHT AND THE MAGNET PLACE THE CURTAIN BETWEEN THE WEIGHT:26G LOAD-BEARING METAL BLOCK
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,"28"" Q OO FREE PREFERS FROM SELF UNITED SERVICE EXCLUS ON BACK GAREL MINDESTBREITE 135MM"
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,"28"" Q OO FREE PREFERS FROM SELF GAREL MINDESTBREITE 135MM UNITED SERVICE EXCLUS ON BACK"
